customerID,phoneservice,internetservice,onlinesecurity,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,churn,tenure,monthlycharges
6646-VRFOL,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,53,103.85
3460-TJBWI,Yes,No,No,No,No,No,Two year,No,Mailed check,No,24,24.2
5917-HBSDW,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,37,19.35
5685-IIXLY,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,5,83.6
5671-UUNXD,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,No,50,100.65
0956-ACVZC,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No,54,94.1
2325-NBPZG,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,3,74.55
4250-ZBWLV,Yes,Fiber optic,No,Yes,Yes,Yes,One year,No,Electronic check,Yes,68,108.45
4482-FTFFX,Yes,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,No,5,56.15
8859-DZTGQ,Yes,No,No,No,No,No,Two year,No,Mailed check,No,33,20.35
0440-MOGPM,Yes,DSL,No,No,Yes,Yes,One year,Yes,Electronic check,No,41,80.55
0020-JDNXP,No,DSL,Yes,Yes,Yes,Yes,One year,No,Mailed check,No,34,61.25
3752-CQSJI,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,13,20.45
5025-GOOKI,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,20,18.9
4698-KVLLG,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,51,19.6
5095-AESKG,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,3,91.5
2887-JPYLU,Yes,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,41,45.2
4770-QAZXN,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,13,19.45
4896-CPRPF,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,35,25.45
1871-MOWRM,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),Yes,12,80.85
9714-EDSUC,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No,4,94.9
2027-OAQQC,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,43,49.05
0282-NVSJS,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,12,29.3
9090-SGQXL,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,68,105.3
6595-YGXIT,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,25,88.95
7353-YOWFP,Yes,No,No,No,No,No,One year,No,Mailed check,No,7,20.25
9835-ZIITK,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,Yes,66,110.85
8008-ESFLK,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Electronic check,No,53,110.5
7537-CBQUZ,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,63,109.4
1555-DJEQW,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),Yes,70,114.2
5649-TJHOV,No,DSL,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),Yes,27,36.5
0519-XUZJU,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,Yes,1,70.75
3363-EWLGO,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,5,19.95
4750-UKWJK,Yes,No,No,No,No,No,One year,No,Mailed check,No,37,19.6
6338-AVWCY,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,3,40.15
1689-YQBYY,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,12,76.6
4487-ZYJZK,Yes,No,No,No,No,No,One year,No,Credit card (automatic),No,38,19.6
2959-FENLU,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,9,85.3
0708-LGSMF,Yes,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,13,65.85
9253-QXKBE,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,29,94.45
7634-HLQJR,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,47,20.05
0487-RPVUM,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),No,61,99.4
4079-ULGFR,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,16,20.0
2516-XSJKX,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,No,41,78.45
0057-QBUQH,Yes,No,No,No,No,No,Two year,Yes,Electronic check,No,43,25.1
9445-SZLCH,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,36,97.35
6599-SFQVE,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,6,55.0
8331-ZXFOE,Yes,DSL,Yes,Yes,No,No,One year,Yes,Credit card (automatic),No,58,71.1
4003-FUSHP,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No,19,61.55
0356-ERHVT,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,11,45.9
7325-ENZFI,No,DSL,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),No,39,40.3
4884-ZTHVF,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,8,87.1
3920-HIHMQ,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,No,26,49.5
3055-OYMSE,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,53,73.8
0613-WUXUM,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,70,19.2
7568-PODML,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,1,45.3
4458-KVRBJ,Yes,No,No,No,No,No,Two year,No,Mailed check,No,59,25.0
5349-IECLD,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,2,94.95
1397-XKKWR,No,DSL,Yes,No,No,No,One year,No,Mailed check,No,7,35.3
3945-GFWQL,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,12,44.55
8097-OMULG,Yes,DSL,No,Yes,Yes,Yes,One year,No,Credit card (automatic),No,59,76.75
6013-BHCAW,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,61,81.0
0401-WDBXM,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,105.55
3387-PLKUI,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,13,18.8
6096-EGVTU,Yes,No,No,No,No,No,One year,No,Mailed check,No,64,24.9
3797-VTIDR,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,23.45
5081-NWSUP,Yes,DSL,No,Yes,No,Yes,One year,No,Mailed check,No,10,64.9
2580-ATZSQ,Yes,DSL,Yes,No,No,No,One year,No,Bank transfer (automatic),No,65,61.35
8085-MSNLK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Mailed check,No,62,113.95
9691-HKOVS,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,55,90.15
9881-VCZEP,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,25,54.1
9526-BIHHD,No,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,Yes,1,29.7
8757-TFHHJ,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),No,1,49.8
4523-WXCEF,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,Yes,59,101.1
1468-DEFNC,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,64,24.4
5119-KEPFY,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,36,95.0
8364-TRMMK,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,3,50.65
0916-KNFAJ,Yes,DSL,Yes,No,No,Yes,Two year,Yes,Mailed check,No,61,69.9
8319-QBEHW,No,DSL,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No,26,39.95
3063-QFSZL,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,1,55.4
8775-LHDJH,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,Yes,1,90.6
9625-QNLUX,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,68,103.25
3097-NQYSN,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,Yes,2,86.85
4024-CSNBY,Yes,Fiber optic,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),No,72,94.25
7110-BDTWG,No,DSL,No,Yes,No,Yes,Two year,Yes,Electronic check,No,71,47.05
7493-GVFIO,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,57,20.55
0690-SRQID,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,4,19.65
9605-WGJVW,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,1,70.2
9114-DPSIA,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,72,81.0
4700-UBQMV,Yes,DSL,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,21,75.9
7711-GQBZC,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,71,24.7
3565-UNOCC,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,29,99.05
4627-MIHJH,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,69,110.25
9795-NREXC,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,64,85.0
8573-CGOCC,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,16,19.75
7356-AYNJP,Yes,No,No,No,No,No,One year,No,Electronic check,No,4,23.9
9249-FXSCK,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),Yes,52,111.25
5493-SDRDQ,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Mailed check,Yes,2,55.1
6286-SUUWT,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,19.95
4819-HJPIW,No,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,18,25.15
8654-DHAOW,Yes,DSL,No,No,No,No,Month-to-month,No,Mailed check,No,2,54.15
5438-QMDDL,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Mailed check,No,19,59.8
9812-GHVRI,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No,40,83.85
5553-AOINX,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,No,66,104.9
1228-ZLNBX,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,No,21,75.3
4226-KKDON,Yes,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No,8,66.65
3831-YCPUO,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,109.5
7445-WMRBW,Yes,DSL,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),No,48,73.85
3308-DGHKL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,69,19.3
9924-JPRMC,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,72,118.2
0080-EMYVY,Yes,DSL,No,No,No,No,One year,No,Credit card (automatic),No,14,51.45
6218-KNUBD,Yes,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,No,6,59.45
7337-CINUD,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,8,19.5
7609-NRNCA,Yes,No,No,No,No,No,One year,No,Mailed check,No,17,19.55
0623-EJQEG,Yes,Fiber optic,Yes,Yes,No,Yes,One year,No,Electronic check,No,65,93.55
7153-CHRBV,Yes,DSL,Yes,Yes,No,No,One year,Yes,Mailed check,No,57,59.3
0871-URUWO,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,13,102.25
9190-MFJLN,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),Yes,19,95.9
6198-PNNSZ,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),No,56,109.8
3317-VLGQT,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,14,78.1
4132-POCZS,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,52,39.9
5614-DNZCE,Yes,DSL,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No,58,64.9
1095-JUDTC,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes,47,95.05
3896-RCYYE,No,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,67,53.4
9638-JIQYA,No,DSL,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,2,24.9
3258-SANFR,Yes,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),No,6,44.7
3726-TBHQT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,71,114.0
3190-ITQXP,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,46,20.25
0870-VEMYL,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),Yes,5,53.85
4833-QTJNO,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No,67,83.85
3039-MJSLN,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,3,20.2
0178-CIIKR,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,3,19.95
5385-SUIRI,Yes,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,52,104.2
3982-XWFZQ,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,42,50.25
5774-QPLTF,Yes,No,No,No,No,No,One year,Yes,Mailed check,No,50,20.35
2322-VCZHZ,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,23,90.0
5010-IPEAQ,No,DSL,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),No,67,54.2
4009-ALQFH,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,25,99.5
6383-ZTSIW,Yes,Fiber optic,Yes,No,Yes,Yes,One year,No,Mailed check,No,39,99.1
8990-YOZLV,Yes,DSL,Yes,Yes,No,No,Two year,Yes,Mailed check,No,69,66.9
3069-SSVSN,No,DSL,No,No,No,No,One year,No,Mailed check,No,1,25.85
5222-IMUKT,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,32,91.05
3627-FCRDW,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,9,71.0
7562-GSUHK,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes,16,93.2
6685-XSHHU,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No,60,20.95
8901-UPRHR,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,72,109.2
4903-UYAVB,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,5,19.35
0118-JPNOY,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,26,85.8
6776-TLWOI,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,Yes,3,19.85
3845-FXCYS,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,2,19.65
5857-XRECV,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,2,20.5
0725-CXOTM,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,36,89.65
4343-EJVQB,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Mailed check,No,7,74.35
9000-PLFUZ,No,DSL,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,60,49.45
3427-GGZZI,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,19,89.1
7779-ORAEL,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,45,75.15
0644-OQMDK,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,4,70.65
4077-CROMM,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,31,104.2
3154-CFSZG,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,No,47,90.05
2868-MZAGQ,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,Yes,1,79.25
4847-QNOKA,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,1,44.9
2220-IAHLS,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,1,19.4
1658-XUHBX,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No,59,88.75
6379-RXJRQ,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,10,70.1
2378-HTWFW,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),No,35,91.0
8650-RHRKE,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,4,29.65
4377-VDHYI,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Electronic check,No,32,90.8
0475-RIJEP,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,43,77.85
1260-TTRXI,Yes,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,4,54.3
3719-TDVQB,Yes,No,No,No,No,No,Two year,Yes,Mailed check,No,54,18.95
6328-ZPBGN,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes,11,95.15
0201-MIBOL,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,66,102.4
4937-QPZPO,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Electronic check,No,61,99.9
2925-VDZHY,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,72,88.7
6981-TDRFT,No,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,No,44,54.3
3413-CSSTH,Yes,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,41,55.7
8033-VCZGH,Yes,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,No,50,103.95
4789-KWMXN,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),Yes,47,110.85
0224-NIJLP,Yes,No,No,No,No,No,Two year,No,Mailed check,No,8,20.15
7542-CYDDM,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,18,20.05
4718-WXBGI,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,91.95
2867-UIMSS,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Electronic check,Yes,1,80.5
8495-PRWFH,Yes,DSL,No,No,No,No,Month-to-month,No,Electronic check,No,42,55.65
0439-IFYUN,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,No,18,74.7
5716-LIBJC,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),No,13,104.15
2868-LLSKM,Yes,Fiber optic,No,Yes,No,No,One year,Yes,Bank transfer (automatic),No,68,83.65
8111-RKSPX,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,4,72.2
2988-QRAJY,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,69,110.05
1585-MQSSU,Yes,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,Yes,17,51.5
0071-NDAFP,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,25,25.5
2856-NNASM,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes,43,89.55
7328-ZJAJO,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),No,59,19.5
6458-CYIDZ,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,No,5,80.7
8559-CIZFV,Yes,DSL,Yes,Yes,Yes,No,One year,No,Mailed check,Yes,21,77.5
1090-PYKCI,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),No,69,105.1
3058-WQDRE,No,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,13,25.15
7547-EKNFS,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes,42,95.25
2279-AXJJK,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,52,95.65
6769-DYBQN,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,Yes,46,85.0
0909-SELIE,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),No,61,80.8
3417-TSCIC,No,DSL,No,No,No,No,One year,Yes,Mailed check,No,29,24.85
1042-HFUCW,Yes,DSL,No,Yes,No,No,One year,Yes,Credit card (automatic),No,25,54.75
4439-JMPMT,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,Yes,5,85.75
6537-OTKMY,No,DSL,No,No,Yes,Yes,One year,No,Electronic check,No,15,50.75
8999-EXMNO,Yes,No,No,No,No,No,Two year,No,Mailed check,No,19,20.15
6725-TPKJO,Yes,No,No,No,No,No,Two year,No,Mailed check,No,44,20.05
2446-BEGGB,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,6,98.25
7162-WPHPM,Yes,DSL,Yes,Yes,No,No,Two year,No,Credit card (automatic),No,58,71.6
1599-MMYRQ,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Credit card (automatic),No,62,81.45
8821-KVZKQ,No,DSL,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),No,70,58.4
1496-GGSUK,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,25.7
6434-TTGJP,No,DSL,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,10,53.7
0042-JVWOJ,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,26,19.6
0130-SXOUN,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Credit card (automatic),No,66,89.4
2575-GFSOE,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,7,69.0
2330-PQGDQ,Yes,Fiber optic,No,Yes,No,No,One year,No,Bank transfer (automatic),No,51,84.2
1452-UZOSF,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),No,72,106.1
2097-YVPKN,Yes,No,No,No,No,No,Two year,No,Mailed check,No,65,25.75
2842-JTCCU,Yes,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),Yes,2,46.05
8597-CTXVJ,Yes,DSL,Yes,Yes,No,No,One year,No,Bank transfer (automatic),No,70,64.95
6631-HMANX,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,85.45
9962-BFPDU,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,1,20.05
3296-SILRA,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Mailed check,Yes,1,76.4
9681-OXGVC,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,5,100.5
6394-HHHZM,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,3,20.7
5995-LFTLE,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,58,25.3
5180-UCIIQ,No,DSL,Yes,No,No,Yes,Month-to-month,No,Mailed check,Yes,22,40.05
1932-UEDCX,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No,33,100.6
7153-OANIO,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,Yes,1,69.95
5188-HGMLP,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,54,74.0
0665-XHDJU,Yes,Fiber optic,No,No,Yes,Yes,Two year,Yes,Electronic check,No,72,99.4
6521-YYTYI,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,Yes,1,93.3
8878-HMWBV,Yes,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,3,49.15
8265-HKSOW,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),No,72,107.45
3544-FBCAS,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),No,72,83.6
5331-RGMTT,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,54,99.05
4759-PXTAN,Yes,DSL,No,Yes,Yes,Yes,One year,Yes,Electronic check,No,59,80.1
7054-DMVAS,Yes,DSL,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),No,54,65.3
3428-MMGUB,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Electronic check,No,60,89.55
6549-BTYPG,No,DSL,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,60,60.8
7823-JSOAG,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,No,3,74.5
3705-RHRFR,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),No,69,99.15
9374-YOLBJ,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No,1,19.25
9074-KGVOX,No,DSL,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,50,39.45
6128-DAFVY,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,56,44.85
9933-QRGTX,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,60,97.2
4476-OSWTN,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,No,69,110.55
3751-KTZEL,No,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,Yes,1,35.05
1977-STDKI,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,73.0
5066-GFJMM,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,3,19.9
2661-GKBTK,Yes,DSL,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,60,76.95
0458-HEUZG,No,DSL,No,Yes,No,No,Two year,No,Mailed check,No,13,35.4
7268-WNTCP,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),No,62,20.45
0824-VWDPO,Yes,Fiber optic,Yes,No,No,Yes,One year,No,Bank transfer (automatic),No,45,96.75
8409-WQJUX,No,DSL,No,Yes,Yes,Yes,One year,No,Electronic check,No,25,54.2
2578-JQPHZ,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),No,44,100.1
3278-FSIXX,Yes,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,No,2,45.25
5813-UECBU,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),Yes,33,83.85
0328-GRPMV,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,1,70.1
9746-UGFAC,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),No,22,20.85
2946-KIQSP,No,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,No,35,33.45
